,Unnamed: 0,id,title,price,brand,style,heel_type,heel_height,width,shoe_width,material,occasion,country_region_of_manufacture,lining_material,upper_material,shoe_size,toe_shape,model,year_of_manufacture,size,colour,color,main_colour,lining,sole,vintage,closure,pattern,theme,fastening,platform_height,location,n_sold,n_watchers,free_shipping,longtime_member,same_day_shipping,fast_safe_shipping,returns,feedback,condition,seller_notes,category,new_brand,new_country
679,680,732,Gw Limited ï¸Ž Chanel Pink Wedge Sole Women 7.0Us,424.0264,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
680,681,733,Chloe Pumps Sandals 36 Women 6.0Us,105.9689,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
681,682,734,Chloe Women Knee-High Boots 7.0Us,105.9689,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
682,683,735,Jessica simpson Red Shoes,55.9497,Jessica Simpson,Pump,,High (3-3.9 in),,,,,,,Patent Leather,,Closed Toe,,,,,Red,,,,,,,,,,"Belton, Texas, United States",,,0.0,0.0,0.0,0.0,0.0,1.0,New without box,,heels,Jessica Simpson,United States
683,684,736,Banana Republic Leopard MadisonNove 6 shoes,45.7765,Banana Republic,Pump,,High (3-3.9 in),,,,,,,,,,,,,,Multicolor,,,,,,,Leopard,,,"Miami, Florida, United States",,,0.0,0.0,0.0,1.0,1.0,1.0,Pre-owned,,heels,Banana Republic,United States
684,685,737,Chloe Sandals 37 White Women 7.0Us,104.5247,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
685,686,738,Ariat Western style Mules size 6.5 RTS Equipped,25.4214,Ariat,Mule,Block,Low (3/4 to 1 1/2 in),"Medium (B, M)",,Leather,,,,,,,,,,,Camel,,,,,,Western,Western,,,"Butler, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Please read full listing before purchase”,heels,Ariat,United States
686,687,740,Chloe I Will Hand Over My Gold Shoes Women 6.0Us,175.6095,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
687,688,741,You Chloe Croco Sandals Women 6.5Us,145.6931,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
688,689,742,Chloe Sandals Strong Tea Black Women 7.0Us,161.6518,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
689,690,743,Ladies Shoes 10 london rebel Pink pointy  Toe Pumps Heels,18.0409,London Rebel,Pump,,,,,,,,,SYNTHETIC,,Pointed Toe,,,10,Red,,,,,,,,,,,"Cranbourne, VIC, Australia",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,London Rebel,Austria
690,691,744,Chanel Back Strap Pumps 37.5 Women 7.0Us,161.2371,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
691,692,745,Chanel Heel Only Today Women 6.5Us,145.2842,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
692,693,746,Gianni Bini Open Toe Brown Leather Wedge,30.5167,Gianni,Pump,,High (3-3.9 in),,,,,,,Leather,,,,,,,Brown,,,,,,,,,,"Atlanta, Georgia, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Gianni,Georgia
693,694,747,Chanel Pearl Ankle Satin Pumps 36.5C Approximately 23.5Cm Women 6.5Us,337.6586,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
694,695,748,Diamantique Pumps On A Bar pink,37.0794,Diamantique,"Pumps, Classics",,8.0,,,,,,,faux suede,,,,,,pink,pink,,,"smooth, made of plastic",,,,,,,"Skierniewice, Poland",,,0.0,0.0,1.0,0.0,0.0,0.0,New with box,,heels,Diamantique,Poland
695,696,749,Walking Cradles Womens Tetra Beige Sandals Size 7.5 (2E) (456912),19.3169,Walking Cradles,Sandal,,Med (1 3/4 to 2 3/4 in),,2E,,Heels,,,Leather,,,Tetra,,,,Bone Rustic Leather,,,,,,,,,,"Durham, North Carolina, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with defects,"“An item that appears new and in excellent condition.  Retail return or display, may show slight signs of wear or small blemishes from having been displayed in store, handled, or tried on.Bottoms have light wear.  Insoles have excellent condition.  Uppers have light creases, marks and / or scuffs.”",heels,Walking Cradles,United States
696,697,750,Charming Charlies Brown Wedge Sandals With Gold Studs Womens  Size 8,16.2661,Charming Charlie's,Sandals,Wedge,,,,,,,,,,,,,,,Brown,,,,,,,,,,"Phoenix, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Charming Charlie's,United States
697,698,751,Try-On Only Chloe Sandals Women 6.5Us,248.6286,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
698,699,752,Chanel Camellia Beach Sandal Women 6.0Us,383.4786,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
699,700,753,Chloe Knee-High Boots 37 23.5Cm L692 Women 6.5Us,153.526,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
700,701,754,Enzo Angiolini Leather snakeskin Heels  size 8M  Preowned,30.5167,Enzo Angiolini,HEELS,,High (3-3.9 in),,M,,,,,Leather,,Square Toe,Enzo Angiolini,,,,black/grey,,,,No,,,,,,"Philadelphia, Pennsylvania, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,“Preowned in. Good condition regular wear ladies Enzo Angiolini leather snakeskin heels size 8M”,heels,Enzo Angiolini,United States
701,702,755,You Chanel Camellia Pumps Women 6.5Us,142.5089,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Chanel,Japan
702,703,756,Amalfi by Rangoni Black Suede Gold Crystal Heart 9.5M Womens Dress Shoes,15.2598,Amalfi,Ballet,,Low (1-1.9 in),,M,,,,,Suede,,Almond Toe,,,,,Black,,,,,,,Metal,,,"Garden City, Idaho, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Please see description”,heels,Amalfi,United States
703,704,757,Chloe Booties Short Boots 36 Women 6.0Us,166.2802,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
704,705,758,Chloe Of Leather Specifications Ankle Cloth Belt Design Brown Pumps Sandals,253.5731,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
705,706,759,Mint Chloe Knee-High Boots With Box Storage Bag Women 7.0Us,351.8715,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
706,707,760,Chanel Pumps 23 Black Here Mark Dot Mule Shoes Women 6.0Us,204.2673,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
707,708,761,Chloe Knee-High Boots Size 36 Around 23 Cm Women 6.0Us,177.2973,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
708,709,762,Chanel Sandals Box 2 Bags Warranty Ribbon Shoehorn Women 7.5Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
709,710,763,Jacqueline Ferrar- black glitter size 7M   5-inch heels (Worn once)  ,18.3106,Jacqueline Ferrar,Stilettos heels,Stiletto,Ultra High (4 in & Higher),Open Peep Toe,M,all man made,Bridal / Wedding / Prom / Formal,,,,,Peep Toe,Slip on,,7,,Black,,,,No,Buckle,metallic wrap heels,,Slip On,,"Lowell, North Carolina, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Jacqueline Ferrar,United States
710,711,764,At The End Of Month Chloe Sandals Women 6.5Us,129.7199,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
711,712,765,Chanel Vintage High Cut Sneakers Women 6.0Us,371.0144,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
712,713,766,STEVE MADDEN SZ 8.5 M DARK EGGPLANT PURPLE CRINKLE PATENT LEATHER PUMPS HEELS ,21.0975,Steve Madden,"Pumps, Classics",Stiletto,High (3 in. to 4.5 in.),"Medium (B, M)",,Patent Leather,Casual,,,,,,,,,,Purple,,,,,,CRINKLE,,,,"Chicago, Illinois, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“GENTLY WORN EXCELLENT CONDITION”,heels,Steve Madden,United States
713,714,767,New mens ladies drag queen cross dresser high heel platform pumps great,14.8045,,Escarpin,,,,,,Soirée & Fête,,,,,,,,,,,,,,,,,,,,"bolton, Lancashire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,United Kingdom
714,715,768,Furla Flat Shoes Women 7.0Us,121.9189,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
715,716,769,Chloe Pumps 36 Women 6.0Us,113.7902,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
716,717,770,Chloe Sandals 35 1/2 23Cm Women 6.0Us,129.7402,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
717,718,771,Cappagallo Made in Spain Womens Black Patent Leather Sling Back Heels Size 7N,15.2076,Cappagallo,Slingbacks,,Med (1 3/4 to 2 3/4 in),"Narrow (AA, N)",AA,Patent Leather,,,,,,,,,7,,Black,,,,,,Solid,,Slip On,,"Whiteville, Tennessee, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good condition. Mild insole staining.”,heels,Cappagallo,United States
718,719,772,New with Box Gianni Bini Papaya Tan Korran Mules Shoe Size 7.5,30.508,Gianni Bini,Mule,,"4""",,,,,,,,,Open Toe,,,,,Tan,,,,,,,,,,"Roswell, Georgia, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,New with box,,heels,Gianni Bini,Georgia
719,720,773,Popular Chanel Pumps Sandals 23.5Cm Women 6.5Us,139.3131,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
720,721,774,Chloe Paddington Boots Women 6.0Us,153.526,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
721,722,775,Chloe 36 Women 6.0Us,116.986,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
722,723,776,Trotters Womens Black Slingbacks Size 7 (2E) (455078),12.1974,Trotters,Slingback,,Low (3/4 to 1 1/2 in),,2E,,Heels,,,Suede,,,,,,,Black,,,,,,,,,,"Durham, North Carolina, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“Retail Returned Item: May show signs of wear or blemishes. Very Good Condition. Bottoms have excellent condition.  Insoles have excellent condition.  Uppers have excellent condition.”,heels,Trotters,United States
723,724,777,â˜˜ Chloe Genuine Leather Strap Wood Heel Sandals Height 11.5 Women 7.0Us,132.936,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
724,725,778,Chloe Pumps 20200130 Women 6.5Us,80.5359,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
725,726,779,Model Size Chloe Natural Leather Sandals 25Cm Women 8.0Us,172.6602,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
726,727,780,Chloe Vintage Pumps Women 6.0Us,148.886,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
727,728,781,Easy Street woman's shoes brown 8 1/2 ww bronze buckle 1 1/2 in heel very comfy.,26.448,Easy Street,unknown,,Low (1-1.9 in),,,,,,,Leather,,,unknown,,,,Brown,,,,,,,Metal,,2 in,"Brandon, Florida, United States",,,0.0,0.0,0.0,1.0,1.0,1.0,Pre-owned,,heels,Easy Street,United States
728,729,782,Woman B.O.C. BORN CONCEPT SHOES BOOTIES Size 9.5M Black Leather Upper stitched ,23.3856,bor,boot,,High (3-3.9 in),,M,,,,,Leather,,Round Toe,b.o.r,,,,Black,,,,No,,,,,,"Scottsdale, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,bor,United States
729,730,783,"Black Lace Up Heels, 7 1/2",45.7765,Unbranded,"Pumps, Classics",,High (3-3.9 in),,,,,,,,,,,,,,Black,,,,,Lace Up,,,Lace Up,,"Brooklyn, New York, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Unbranded,United States
730,731,784,WOMEN'S COLE HAAN BLACK LEATHER BRADSHAW PUMP 65 5.5B HEELS 5.5 B WOMAN D42078,101.7146,Cole Haan,Pump,,Mid (2-2.9 in),,B,,,,,Leather,,Pointed Toe,COLE HAAN,,,,Black,,,,No,,,,,,"Georgetown, Texas, United States",,,0.0,0.0,0.0,0.0,0.0,1.0,New with box,,heels,Cole Haan,United States
731,732,785,Chloe Wedge Sandals Size39 24.5-25.0 Women 7.5Us,97.7271,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
732,733,786,LAUNDRY by SHELLI SEGAL Black Lace High Heel Shoes - Size 8 - EUC,16.3995,Laundry by Shelli Segal,"Pumps, Classics",,High (3 to 4 1/4),,,,Dress,,,Leather,,,,,,Black,,,,,,,,,,,"Kew, Australia",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Laundry by Shelli Segal,Austria
733,734,787,7903Q decollete donna ROBERTO FESTA scarpa nero suede shoe woman,130.906,ROBERTO FESTA,,,,,,pelle scamosciata,,,,,,,,,,,nero,,,,,,,,,,"Via Trento, 29 43122 Parma (PR), Italy",,,0.0,1.0,1.0,0.0,1.0,0.0,New with box,,heels,ROBERTO FESTA,Italy
734,735,788,Womens High Heel Ivory Satin Pointed Toe Lace Up Calf Boots UK 5 Sergio Todzi,12.7455,Sergio Todzi,High Heels,,Very High (Over 10 cm),,Standard,,,,,Satin,,Pointed Toe,,,,Ivory,,,,,,Lace Up,,,,,"MID GLAM, Bridgend, United Kingdom",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,heels,Sergio Todzi,United Kingdom
735,736,789,Dolce Vita Womens Lada Black Espadrilles Size 10 (455921),12.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Dolce Vita,unknown
736,737,790,Chanel Coco Mark Plate Mule Women 6.0Us,177.277,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
737,738,791, J Vincent Navy Heels Size 6 1/2 M,32.5525,J Vincent,"Pumps, Classics",,High (3 to 4 1/4),,,Leather,Evening,,,,,,,,,,Dark Navy,,,,,,,,,,"Little Rock, Arkansas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,"“Never used without box,”",heels,J Vincent,United States
738,739,792,Bottega Veneta Pumps 36 Half I Chanel Women 6.5Us,154.8571,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
739,740,793,Bebe strappy caged snakeskin leather heels 4inch s 10 $198,40.6812,bebe,Strappy,,Ultra High (4 in & Higher),,,,,,,,,,,,,,black,,,,,,,,,,"New York, New York, United States",,,0.0,1.0,1.0,0.0,0.0,0.0,Pre-owned,,heels,bebe,United States
740,741,794,Chanel Mule Size 40 Women 8.0Us,161.6518,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
741,742,796,Chanel Here Mark Pumps Women 6.0Us,153.526,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
742,743,797,CHARLES By Charles David Solid Black Patent/elastic Crisscross Wedges ,42.2153,Charles by Charles David,Platform,,High (3-3.9 in),,,,,,,Patent Leather,,Round Toe,,,,,Black,,,,,,Solid,,,,"Chattanooga, Tennessee, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Charles by Charles David,United States
743,744,798,Chanel Camelia Tongue Sandals Black White Beach 36 Women 6.0Us,351.8715,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
744,745,799,Chanel Flat Shoes Low Heel Size 36 23Cm Women 6.0Us,121.9189,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
745,746,801,Chanel Here Mark Nubuck Mules Size 36 Women 6.0Us,137.5644,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
746,747,802,Black Leather Pointed Toe Kitten Heel Elegant Pump BCBGirls Brazil Size 8B,30.5167,BCBGirls,Pump,,High (3-3.9 in),,B,,Formal,Brazil,,Leather,,Pointed Toe,,,,,Black,,,,,,,Elegant,,,"Anchorage, Alaska, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,BCBGirls,United States
747,748,803,SALVATORE FERRAGAMO ITALY WOMENS TWO TONE BROWN LEATHER PUMPS SIZE 8.5 AAA,22.3793,Salvatore Ferragamo,Pump,,Mid (2-2.9 in),AAA,AAA,Leather upper,,,,Leather,,Pointed Toe,,,,,Brown,,,,,,,,,,"Elmwood Park, Illinois, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Salvatore Ferragamo,United States
748,749,805,Touch Ups Silver Shoes Size 6.5,25.4214,Touch Ups,Open Toe,,High (3-3.9 in),,,,,,,,,,,,,,Silver,,,,,,,Metal,,,"Merchantville, New Jersey, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Touch Ups,United States
749,750,806,Rachel Roy Designer Black Rock Vintage Leather Studs Heel Strappy Shoes Sz 9 40,68.1558,Rachel Roy,Strappy Ankle Studs,,,,,,Party/Cocktail,,,Leather,,Peep Toe,,,,Black,,,,,No,,Solid,Rock,,,"Templestowe Lower, VIC, Australia",,,0.0,0.0,1.0,0.0,1.0,1.0,New with box,,heels,Rachel Roy,Austria
750,751,807,Colin Stuart Victorias Secret Vintage Red Zip Metal Gold Heel Party Shoes Size 8,68.1558,Colin Stuart For Victorias Secret,Vixen Club Party,High Heel Gold,,,,,Evening & Party,,,Man Made Materials,,,,,8,Red,,,,,,Zip,Solid with Gold Zips,Party,Zip,,"Templestowe Lower, VIC, Australia",,,0.0,0.0,1.0,0.0,1.0,1.0,New with box,,heels,Colin Stuart For Victorias Secret,Austria
751,752,808,New Womens Clarks Sandals Adjustable Velcro Straps Grey & Sand Snake Sz 7 /CM,40.6899,Clarks,Strappy,,Low (1-1.9 in),,regular,,Casual,china,,Leather,,Open Toe,Sand Snake,2010-2019,,,Gray,,,,No,velcro,,Snake,,,"Des Plaines, Illinois, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Clarks,United States
752,753,809,WATSON X WATSON Choc Leather Zacre Heel Sandal (S11ZAC) - Size 36 - BNIB RRP$299,49.1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Unbranded,unknown
753,754,810,Vince Camuto US 8.5  Black Patent Leather Pumps Slip On Heels,20.3464,Vince Camuto,Classics,,Mid (2-2.9 in),,,Patent Leather,,,,Patent Leather,,,,,,,Black,,,,,,,,Slip On,,"Roanoke, Virginia, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Vince Camuto,United States
754,755,811,Chloe Sandals Pumps 37 Women 7.0Us,304.3144,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
755,756,812,Pumps Chloe Miss Black Women 6.0Us,209.1799,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
756,757,813,BCBG Maxazria Victorian Bow Brown Pumps Heel Shoes Sz 7 -Fits like 6.5,40.6812,BCBGMAXAZRIA,Pumps,,High (3 to 4 1/4),,,"Fabric, Leather",,,,,,,Nurril3,,,,Brown,,,,,,Solid,"Pleats, Bow",Slip On,,"Memphis, Tennessee, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New with defects,"“New without a box, but these were a display shoe so shows slight handle wear on the bottom/outsole. Please look at the photos for the exact condition details, as it is part of the item description.”",heels,BCBGMAXAZRIA,United States
757,758,814,Espadrille 20000 Yen Finally Sandals Women 6.0Us,111.94,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
758,759,815,Chloe Pumps 23.5 24.0 Women 7.0Us,143.9531,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
759,760,816,Alfani Women's Metallic Bronze/Brown Round Toe Heels Size 8.5,10.1616,Alfani,Round Toe Heels,Stiletto,High (3 in. to 4.5 in.),"Medium (B, M)",,,,China,,,,,,,,,Bronze/Metallic Brown,,,,,,,,,,"Blue Bell, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Great used condition; Barely worn”,heels,Alfani,United States
760,761,817,Chloe Gladiator Khaki Women 7.0Us,142.5089,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
761,762,818,Ladies Platinum Collection By Jade White Shoes,61.0363,Platinum,Pump,,Mid (2-2.9 in),,W,,Formal,,,Patent Leather,,Closed Toe,,,,,White,,,,,,,,,,"Bloomfield, Connecticut, United States",,,0.0,0.0,0.0,0.0,0.0,0.0,New without box,,heels,Platinum,United States
762,763,819,Delman Gray Suede Scalloped Pumps With Round Dowel heel size 5.5US,65.511,Delman,Pump,,Mid (2-2.9 in),,B,,,,,Suede,,Closed Toe,,,,,Gray,,,,,,,,,,"Jersey City, New Jersey, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Delman,United States
763,764,820,ï¸ŽChanel Chanel ï¸Ž Denim Slingback Pumps Women 6.0Us,339.1028,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
764,765,821,Shoedazzle Dania Size 8 Black and White Shoes,30.508,ShoeDazzle,Strappy,,Ultra High (4 in & Higher),,,,,,,,,,,,8,,Black,,,,,,,Colorful,,,"Merchantville, New Jersey, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,ShoeDazzle,United States
765,766,822,LaTigo discolored leather/textile lace heels lace beige shoes size 8M,35.5946,Latigo,"Pumps, Classics",Block,Med (1 3/4 to 2 3/4 in),"Medium (B, M)",,Leather,,,,,,Round Toe,,,,,Beige,,,,,,,,,,"West Sacramento, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Latigo,United States
766,767,823,Marvin K Free Espresso Python  Women's Heels Sz 10 231,101.7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Unbranded,unknown
767,768,824,Women Peep Toe Shoe  S/z 8.5,25.4301,Ann Klein,Classics,,High (3 to 4 1/4),,,,,,,,,,,,,,Pink,,,,,,,,,,"Great Neck, New York, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Very Good”,heels,Ann Klein,United States
768,769,825,Ladies Womens Pointy Toe Bronze Court Low Heel Party Shoes Wedding Formal Size,12.7455,Rayena,Court Shoes,Court,Low Heel (0.5-1.5 in.),,,,,Unknown,,Synthetic,UK 3 UK 4 UK 5 UK 6 UK 7 UK 8,,,,,,,Bronze,,Synthetic,,,No Pattern,,,,"Leicester, United Kingdom",30.0,,0.0,0.0,1.0,0.0,0.0,0.0,New with box,,heels,Rayena,United Kingdom
